Optimizer,Train Accuracy,Train Loss,Test Accuracy,Test Loss,Precision,Recall,F1-Score
Adam,0.9957982897758484,0.04940805211663246,0.5714285969734192,1.725442886352539,0.5762148816585786,0.5544846010870147,0.5551060399472916
